genes	log2FoldChange	pvalue	padj	mean_Baseline	mean_C3D1
P2RX4	0.522505885284239	0.154922881717082	0.403132195348034	152.164424536525	213.023422884555
JMJD1C	0.286921835398162	0.15501780853392	0.403266737382259	2937.96743426558	3582.14909712438
CDCA7	-0.493921194973921	0.155100133045312	0.403424656067121	775.951189450679	551.054013667635
ARF5	-0.41790044594048	0.155275448215325	0.403523059672604	921.573110960849	689.927274023437
CSNK1D	-0.36682299621397	0.155230469860548	0.403523059672604	655.763689625666	506.114336752455
HTD2	0.406145326421075	0.155269822857699	0.403523059672604	156.268573571897	207.947906621045
KXD1	-0.302393725866751	0.155210609595822	0.403523059672604	485.476212945237	392.036969269385
ZSCAN12	0.606401826661579	0.15542984240037	0.403719495989824	256.666702601688	389.588112680167
TMEM144	0.470029106060955	0.155484390358817	0.403748778749725	307.437217641159	423.387793642283
NOC3L	0.309306605130544	0.155710546450597	0.404167310720286	790.562474365325	981.984397098251
MIER3	0.398723466950206	0.155739996921022	0.404187530256782	873.409939489217	1149.93798472924
NRM	-0.423380861923222	0.155814895374982	0.404269458801051	118.01477413973	88.6347635879822
ALS2	-0.293310660850059	0.155891990783888	0.404356008244787	835.310375903294	681.449033906628
RIOX1	0.218156919450329	0.155913262557408	0.404356008244787	223.802497630161	263.006365646925
USP8	0.231943014655247	0.155899536656236	0.404356008244787	1575.12223313573	1844.62069297503
SP3	0.254844337287142	0.1559492421343	0.40437068790746	4504.59278097482	5379.23442506461
USP13	-0.600586572805337	0.155962263712218	0.40437068790746	661.614562108561	436.824153497477
PSPC1	-0.327624471071781	0.156017978039175	0.404402760134882	765.655426502075	610.33350040216
LUC7L	-0.36997603471467	0.156059732756966	0.404454807395138	325.575784788353	250.62242120562
BORCS8	-0.550669813737619	0.156171478727739	0.404528314313354	74.271916419009	50.4361821394406
EEF1A1P5	0.397033521597232	0.156188906900518	0.404528314313354	24973.432227233	32886.2265638377
PRPSAP2	-0.374736450303808	0.156283205674435	0.404528314313354	666.614313582002	514.253876362759
TRMT12	0.557903338638396	0.156201544633718	0.404528314313354	273.044868407991	401.936163702887
ZNF740	-0.175577685291422	0.156375840628552	0.404711953693311	848.140430068222	754.686920607647
NTRK2	-1.32886423703578	0.156480012241256	0.404813119149015	3228.74006389525	1285.33567455328
VAV2	-0.583519471165697	0.156533348102961	0.404894964735412	556.314180935377	371.053233165074
SNORA50B	-0.965705364069677	0.156589565785932	0.404984240826818	31.989979010109	12.8462459083978
POLR2F	-0.421030274700004	0.15671042417359	0.405198806210647	234.881199190511	176.154158641902
ZNF266	0.37107444529996	0.156715958436347	0.405198806210647	797.10109531179	1031.8998170877
ATL3	0.427723961386778	0.157006714591182	0.405332774525657	6777.89017321104	9118.18987979824
CLEC2B	0.674141499873447	0.156923769002341	0.405332774525657	1050.70474262147	1678.12695285988
DHCR24	-0.575891907196273	0.156840442113055	0.405332774525657	6416.91267482627	4305.56760212487
EGR1	0.763729659227622	0.157006413885985	0.405332774525657	1151.15974817774	1954.91378207841
EPHB4	-0.472400871062554	0.156830688112021	0.405332774525657	943.031159211571	679.757247143222
RPL37P2	-0.543515231468344	0.156894209752676	0.405332774525657	32.1452212016713	22.2645357825821
RPS13	0.42431249519406	0.15689922798271	0.405332774525657	5678.674366173	7618.76854707562
UBE2Z	0.20087197854105	0.156996306638455	0.405332774525657	1888.70103275542	2173.76987394907
TRIM37	-0.26204755320689	0.157280943613071	0.405928410486848	917.273594411173	767.343694266486
SNORD15A	0.517858609470015	0.1573135027997	0.405956294045417	18.360776505341	26.5700860813425
EIF5AP4	0.448941706827521	0.157374671883438	0.406020245335674	72.3174497804111	99.8082343664015
UBXN6	-0.499298072276199	0.157391906635322	0.406020245335674	357.399384029166	252.811699256142
GNAQ	0.34743875964744	0.157510076183244	0.406126574765695	1905.38855341557	2419.32885522005
FLOT1	-0.271539951587595	0.157558284524739	0.406138636445868	778.245325101894	642.588281617582
HMGB2	-0.47366067191858	0.157554707512434	0.406138636445868	2843.87509594019	2048.83882798147
IGSF9	-0.699230202359444	0.15764841195089	0.406224646915274	374.257449635113	148.335574343883
ZNF618	-0.527127914156739	0.157656961037536	0.406224646915274	396.131291724444	275.071462139308
USP30	-0.247963016010107	0.157847354263147	0.406568119813158	229.372497129855	193.723418382408
ARHGEF18	-0.426717470597599	0.158152844496321	0.406996562998394	674.47787954589	497.662869815673
SLC39A3	-0.445889046261175	0.158137403185864	0.406996562998394	99.6403534544704	72.1108707219799
RNU6-1	0.961633140351858	0.158270646360461	0.407181571378517	1.21429426912834	2.74299977398595
HELZ	0.331865353011654	0.158491545765488	0.407418619454632	2729.51963441215	3435.72508383289
POLR2A	-0.425701211340936	0.158457192894071	0.407418619454632	2539.95650527825	1890.57202909057
NDE1	-0.311276243231444	0.158782333220665	0.407885233741411	650.270106939306	526.097658671158
OTUD4	0.32889041743727	0.159377180790438	0.409075404889899	1957.53401478385	2459.89396297117
ANKRD12	0.356268829421218	0.159495433621636	0.40932262293766	2568.24567657477	3288.96046041786
DNAJB12	-0.250400844806446	0.159618865251265	0.409470446190349	499.287153931871	417.135282138985
MEPCE	-0.335283556748259	0.159616533079801	0.409470446190349	525.303916417557	417.586675780776
SLC41A1	-0.290899317387493	0.159643420345389	0.409477144143636	406.906620440922	335.011365873435
NCOA2	0.331337814158886	0.159755955401409	0.409709473308177	1979.28054196233	2490.08196177227
AZIN1	0.312755442284248	0.159853462299637	0.409719540723679	5224.02393181183	6490.64795145122
ZNF561	0.326454463066095	0.16007523545393	0.410077415372095	884.303968890413	1108.95233701687
MLF2	-0.48523378894631	0.160104732737726	0.410087627897088	806.433185914432	574.113916496188
MOXD1	1.03680985658744	0.160147758492808	0.410087627897088	364.907169232978	749.314006148268
PRSS12	-0.927628060055242	0.16020609942697	0.410087627897088	443.544007382042	233.047726156635
TSC22D4	-0.620019187572546	0.160187795058664	0.410087627897088	161.48006826191	104.491785024351
LONRF1	-0.444744418532007	0.16034879889407	0.410327562721249	527.118251349472	388.069557982685
ARPC3	0.315173234968687	0.160574183492324	0.410363871817905	3378.56525948145	4199.43536519813
C1QTNF6	0.663637345177265	0.160487441427437	0.410363871817905	114.418266856637	181.143433851864
QSOX1	-0.534983543984157	0.160469493949995	0.410363871817905	2249.43769227343	1550.87035632823
TBCEL	0.384762645205678	0.160506796705633	0.410363871817905	483.508224516742	633.092533208433
TDP1	0.25643909969198	0.160443339293023	0.410363871817905	485.409696873897	583.697407285821
BLTP3B	0.272941939186119	0.160606271136989	0.410367385925813	991.069208833141	1200.15667126381
TXNDC15	0.33314408040439	0.160654839338924	0.410435282319868	712.073646422127	895.480738127697
RAB8A	0.25337349941213	0.160952263741901	0.411082567947424	962.838462851372	1148.42151727118
FAM111A	0.381103346579717	0.16107649173311	0.411230994081247	1630.91792617217	2126.5993756494
GKAP1	-0.729003555896469	0.161116054615002	0.411275729017227	71.9656234362174	43.4504310601525
ARMC6	-0.541417600936439	0.161363211369619	0.411608279546831	181.787024264426	123.960281852847
CCNE2	-0.569530529728761	0.16144485519846	0.411608279546831	935.607481805426	631.267938321862
IPO7	0.279665451587923	0.161339459911319	0.411608279546831	4891.76414378247	5940.06372611923
LCORL	0.370289720297439	0.161289720427074	0.411608279546831	701.729405462254	906.527200726547
NARS1	0.256017165709891	0.161426385349703	0.411608279546831	3514.14411153053	4196.02070205415
PPIL2	-0.36000215136131	0.16133577172631	0.411608279546831	412.011246122626	319.406242309175
TFPI	-0.955441013090103	0.161402284103617	0.411608279546831	1434.7864803075	740.127411280047
TUBE1	-0.338470991045555	0.161438127988324	0.411608279546831	205.911847527942	161.346163306032
ADCY3	-0.372178521268151	0.1615238395074	0.411753394154109	697.938118289204	539.705979442277
CCDC167	-0.389520222044878	0.161631954743162	0.411814167119643	132.711788743415	102.100985243643
NAXE	-0.372598363257295	0.161652356793468	0.411814167119643	925.714490122218	715.870964569097
BOLA1	-0.374676632738502	0.162043608508771	0.412233638005954	129.212770730831	99.6631419606966
CCDC134	-0.3750288569139	0.161941814819649	0.412233638005954	457.547364871588	353.729507035113
FKBP8	-0.652923035988374	0.161987837577017	0.412233638005954	554.855979530929	352.722754237996
MAGI3	-0.455725399383114	0.161930364321284	0.412233638005954	981.792598679521	715.175224810559
TTBK2	0.292308226255882	0.162041369361328	0.412233638005954	910.566406393517	1119.88489179015
DHX33	-0.305254789458783	0.162113940690631	0.412346050151441	470.666515050705	382.370268243149
TRAPPC4	0.307761065154212	0.162131991959331	0.412346050151441	355.058083218131	437.971076806523
INAVA	-0.614993062077273	0.162176394795758	0.412402770085698	1420.4269055966	926.270354008708
MRPS12	-0.534594408779422	0.162239966220089	0.412452012216194	292.191167711078	202.023525075279
ALPK1	0.318123092315047	0.162317193530899	0.412592130675191	539.260839301481	671.496704913222
ARHGEF2	0.389350588153624	0.162449362815016	0.41272146841616	679.746973827996	888.142333403244
MRPL3	-0.38868353208821	0.162406901453003	0.41272146841616	2026.17067329833	1548.48246486176
YTHDF2	0.208014810787939	0.162456547991249	0.41272146841616	2000.83109644783	2314.60453878182
HEATR5A	0.294272452457098	0.162542154996989	0.412777336133156	1348.11408193927	1651.0029692808
ABCC3	-1.0054334281411	0.162640072654744	0.412962818851207	546.500963270922	269.716837304685
SEC22A	-0.343916585791	0.16276701040345	0.413228899881412	783.436291364713	618.550378269956
IAH1	-0.379342854029299	0.16298846812102	0.41350983210581	557.455534144391	429.645536819703
PDAP1	-0.284089118228762	0.162955116198382	0.41350983210581	985.210688241874	811.531458391622
PFKM	-0.496811773808537	0.16296776374855	0.41350983210581	873.798098600857	619.80275372745
SFT2D1	0.377514886370828	0.163053535925734	0.413618675961692	341.888052982571	436.328943058059
ECSIT	-0.492566721516192	0.163160636090712	0.413777856680168	170.295874374229	121.24544756328
C2orf27A	-0.390202201435178	0.163235414658028	0.413911243038295	238.715650361529	183.964094562098
SLC30A1	0.389388190760009	0.163290110772893	0.413993677584537	2090.87504469476	2736.74991802531
DCLK1	0.68178386380508	0.163454363652947	0.414353814123623	149.085600687797	239.51935155727
IGF2BP2	-0.875875305608265	0.163509222191392	0.414436577844522	859.009003668925	468.03183000502
SEPTIN2	0.253670716442707	0.163542635181822	0.414455293389849	5999.42355858761	7154.49264574124
SNORA17B	-0.661957538947224	0.163561027895115	0.414455293389849	263.473068874734	160.983005980577
EIF4EBP2	0.359982122055382	0.163994343509944	0.415271332595407	3440.13629658336	4416.16739849996
MXRA7	0.545475878079322	0.164457374563064	0.416048618403846	1151.0572681342	1681.9642618683
PTPRU	-0.63275834708837	0.164442831254014	0.416048618403846	410.378512895193	265.341679690494
ASAP2	-0.364464884914203	0.164745798791991	0.41655238556349	1206.86411235565	937.489921526931
TMEM11	-0.316759974597504	0.164869366114355	0.416751879124066	166.58714185632	133.210414271262
USP31	-0.440477960709144	0.164861240150791	0.416751879124066	1879.5644496204	1386.18420048295
CTNNAL1	-0.870234254048959	0.16503110027626	0.417081143965845	846.340327305191	463.221899477746
SKP1P1	-0.373949266316671	0.165044328351758	0.417081143965845	13.791419780721	11.1016550053518
DEDD	-0.266666302437438	0.165097043934477	0.417101386381985	498.213696156178	415.758725835008
USP15	0.270861119642558	0.165137242604317	0.417146466359356	2043.11976353562	2463.00286815928
AMOTL2	-0.469505127724083	0.165188113935692	0.417209650198089	781.173992053128	564.794553011477
NDUFV1	-0.438049519824096	0.165246658100951	0.417253401916609	732.325529212682	538.977257496184
CCNYL1	0.371569500276066	0.165794612464345	0.418216448911497	570.941510680001	736.892224616658
DDX10	0.318255319836668	0.165802420645777	0.418216448911497	497.847061729419	622.370215116134
DIS3L2	-0.440452003838619	0.165811292130533	0.418216448911497	381.995425597914	281.285548179144
INTS10	-0.249475428609861	0.165813267501256	0.418216448911497	1081.781084604	909.330276523951
KLF4	0.788139282386212	0.165852182312169	0.418216448911497	1323.24780117719	2279.60657269192
TNFRSF10A-DT	-0.42294955989254	0.166000178929753	0.418533081857747	74.7176809032494	56.5409923548725
IER3	0.751526587929196	0.166125569742733	0.418736070700986	643.517467117809	1083.59166863008
ADGRF1	1.09304834644651	0.166161058199841	0.418768955430718	222.00313167302	474.109083866609
MS4A1	1.59351258687074	0.166451607106832	0.419444562945778	224.813795896788	433.826751942181
JMJD8	-0.476625365907117	0.166713514766711	0.419934420295198	233.98197792116	168.839853719767
ZMYM6	0.291198737572757	0.16679639043663	0.41997310019532	539.906603311125	661.886709121623
SNX19	0.314276203668602	0.166928320920649	0.420248579112157	1406.74475578507	1747.52436677935
ANGPTL2	0.724227510779917	0.167051272522622	0.420279927405882	351.988812117321	581.637972159291
SLCO2A1	0.741544082497065	0.167092379514784	0.420279927405882	297.679060878874	497.154667757581
SNORD3C	-0.668604252213776	0.167061993083235	0.420279927405882	7596.82486121548	4777.4527899362
ZFAND2A	-0.387004482548289	0.167120957199981	0.420279927405882	160.082718909256	120.15154282987
RPS6	0.439347052603782	0.167183727529005	0.420381128647248	21867.1189743067	29652.516770004
TSPAN12	-0.779414984741234	0.167207705776002	0.420384773616302	196.745714384258	112.648136377826
ZNF585A	0.533163531997102	0.167300192336879	0.420503985588115	224.659163329602	324.344164658173
KEAP1	-0.371944430708756	0.167589267631604	0.421117120119274	876.608627160142	677.201132507342
C1QTNF3	-0.787578656355686	0.16769657716195	0.421330029600374	226.25771531145	131.40339214605
DHRS7	0.441716938786136	0.167969828093606	0.421789394728393	778.875949475706	1057.66111668245
APOBEC3B	-0.773980361704682	0.167999263654624	0.42180654733521	234.328923320702	137.441538569139
NIBAN2	-0.624734737104616	0.168034854365308	0.421839147377459	3021.11233798311	1959.15595259952
TTL	0.211658601361098	0.168262056905366	0.422239104606526	1197.49054272463	1392.53143815758
AUP1	-0.291385699875323	0.168830237394841	0.422993644687337	1111.7857242265	907.31490907366
C2	0.953572489822686	0.168902767768775	0.422993644687337	952.052228638839	1844.49131948702
CCNL1	-0.405167444582082	0.168688445041495	0.422993644687337	1317.62011294819	994.938412403212
ETNK2	-0.890155374192485	0.168780572975452	0.422993644687337	165.87349785965	89.7079707946308
INTS3	-0.433800467265525	0.168817400345745	0.422993644687337	1351.42085574725	999.36812046078
MGMT	-0.517460467133264	0.168879430431113	0.422993644687337	192.129084642468	133.579189152459
YKT6	0.328142167669638	0.168790272813259	0.422993644687337	1259.48455618356	1582.28535698474
C6orf89	0.233864997610901	0.169015555072914	0.423162519476797	1840.75580524035	2168.442261741
DTD1	-0.395649639632978	0.169010361136383	0.423162519476797	355.013859142553	271.080751782046
WNT2B	-0.891356265846285	0.169206160306718	0.423582901975228	764.219882445922	412.198930452218
PLCG1	-0.393105499825867	0.169369811315537	0.423878846452242	1104.76331761689	841.49472303488
COMMD10	0.311790838196157	0.169569865264986	0.424151968611883	356.122634877506	437.40607805549
TYMP	-0.812675154343853	0.169639269089323	0.424211841491125	1017.01459588646	579.094297991118
CRACDL	-0.706849536680167	0.169763669504421	0.42425769139772	202.043570663845	123.999595804874
PCBP2P2	0.536621241168725	0.169771285191145	0.42425769139772	68.1110887271658	98.9757938770162
PCBP4	-0.504384725224103	0.169713664631238	0.42425769139772	105.933852809991	75.1647861723448
RPL5P4	0.356891400545012	0.169745438220637	0.42425769139772	36.3059113180795	46.6526913269967
ZMYND8	-0.379788982387923	0.169937391540435	0.424416420485573	907.883111268566	694.87612050452
